node,betweenness,closeness,eigenvector
1437,5.9286125935003624e-05,0.3919380840234801,0.009950975857172849
2807,0.0040634741720846105,0.482909560056427,0.06736045256311468
2805,5.793520127101089e-06,0.3697323040308185,0.00514325124027107
343,7.187806643020004e-05,0.42613214701857055,0.02656335952428992
1708,0.00010096297938818596,0.3971517599000811,0.011301235593011856
1947,1.4803665660886975e-05,0.4135163926660471,0.017751015133277676
1532,0.007346368814750278,0.4977017470387764,0.08195672735105942
1650,0.0020499898638070882,0.4365693079947154,0.02810582504477278
454,0.01716322926205602,0.49759805917481004,0.08230831512979533
2874,0.013194795790697602,0.4746563362557806,0.07298593138022555
78,0.01112559125579057,0.4847718051632003,0.07676235674254656
1547,4.1221566526354824e-05,0.3961636563342325,0.014276783787905749
2361,0.0002788447667878427,0.42857898511377857,0.024943161001734656
532,0.0003417621954907453,0.41661794593390683,0.02055530580273186
1450,0.005324445946070518,0.4944050267106371,0.07907107042972931
1335,0.0012434649415715606,0.43285079449784125,0.025732242444504585
1384,0.012968211424335997,0.48546152114615604,0.072780815278209
2043,6.786962586086984e-05,0.4013561895545434,0.014468660627057308
3304,3.5729481517350166e-05,0.3943322905793442,0.013006580965827208
1004,0.0036893982984217864,0.4346625448660761,0.026062706978182908
2467,0.00028720037780539926,0.4158925098448699,0.020002776915570307
2891,3.58631539319051e-07,0.3662175228517461,0.004084825083889613
766,0.0055787949977781975,0.48565894348090444,0.06769984343982263
385,0.0002699660374982278,0.40427736696667027,0.014456142332968193
284,0.0019396687777201566,0.42303766986168756,0.02755853491517768
2,0.00011947673412221237,0.4106018023103125,0.018750976908738833
2083,0.004975818007006075,0.4634207768799161,0.055364338824214564
2878,1.2363535504911095e-05,0.3684774273432718,0.005179337012618337
2797,3.553156791670353e-05,0.36030633338951396,0.0043457426781828255
469,0.00010609684484477335,0.40856494766320356,0.017154880026741606
1849,0.0002845805888132892,0.41778392234372713,0.02229506029272299
404,0.0002147329901990668,0.4059263569067111,0.0175867878984698
121,0.020687419776642325,0.48605427025622466,0.07341088504222779
297,0.035347354568901444,0.5226412875359054,0.11414839580183028
1095,9.784161391755437e-05,0.41947149350879664,0.021176183318572652
1028,5.363710786375548e-05,0.38511297711046244,0.008907419355786452
582,0.0009246988398591834,0.4240892549785312,0.027411099272398303
370,0.00041587502454810754,0.4164726563276526,0.02307504862886036
1040,0.0001608235544996972,0.4055817089555252,0.018157405060304974
1060,0.00019441265943732683,0.37732554250222555,0.007726247729357056
321,0.0011762733062213211,0.43752897674282615,0.030878975017443747
2363,0.0005695641399348285,0.42965833495936107,0.0244733155457681
437,0.0012405888499101066,0.42934939493781915,0.03073269172330997
2665,3.364300848706799e-05,0.38554813301680196,0.01051351721817746
1148,9.854017110408967e-05,0.41173430167886366,0.019722788353593035
303,0.00029990117869806095,0.41991397398718144,0.028267181782720675
239,1.449588960436395e-05,0.3936174495779644,0.011718447502292305
439,4.408865041884276e-05,0.388621979179806,0.009214607671211532
2968,0.0001828043410071927,0.3915525711539488,0.010490370360183469
405,6.300054524407851e-05,0.3559568828672262,0.0038689755550172164
1059,0.0002689816760028324,0.3806934466112668,0.009371071929520726
935,0.00287637055956682,0.45923297135917857,0.04532142804447127
1878,0.0004772071992638506,0.3864839294561631,0.009549456416758036
492,6.215665120243359e-05,0.3770277322871488,0.008176640374748006
1049,3.248063998146855e-05,0.3798458466983282,0.008544597389372794
806,0.0005605809709841289,0.4115214824326478,0.016267629219789116
2562,5.8782553877185714e-05,0.40243819444635015,0.013673423832602345
1358,0.0017694035390853197,0.48734353887759396,0.06757983907444581
1657,0.00011625205712461837,0.4584396706408998,0.04516062753686076
45,0.00525010313188511,0.48115847784832555,0.0690554306557627
828,0.003417683380932418,0.4733394141972033,0.06024670143475495
1021,0.0006563360522331477,0.3932933779086264,0.012555705127338076
1832,0.00033304066235678617,0.4174918168220744,0.020413397101620514
1977,1.2355867940108839e-05,0.4025738553917222,0.014831611581387105
4158,0.00024508128014979835,0.37625562130420415,0.006440963469763202
2024,0.0013153579482468969,0.42598014696612946,0.027130966052011343
2888,4.632545465685685e-05,0.38667163413292666,0.00957054685588849
1229,2.7187175307972053e-05,0.42296275616063184,0.02490272608330855
35357,0.0012938850526261914,0.43545500164796497,0.028104513813696986
695,4.948848437448411e-06,0.3740167059253191,0.006937639040811536
1302,8.028210270892273e-05,0.3904643917016655,0.008873363870511807
2868,0.00028008589464817576,0.37708725671599114,0.008200904231862654
2612,0.0002558002381515359,0.4271991922802876,0.024579817762895126
1916,0.0014487056209668155,0.4638707873449384,0.05115071752213689
1969,2.6020997937871677e-05,0.36548901056451233,0.00496024510984553
3005,0.00025450364065150233,0.4360910505822691,0.027498071792206823
1612,1.5073681181575315e-05,0.3897634928262219,0.010933383388462684
2089,0.00020945834405339638,0.37876160546132065,0.007537642094321302
23571,0.0002711261173594438,0.384678802389932,0.011951348461129243
381,0.00023238280958225955,0.39342294252002763,0.013304000668599922
763,0.014287693121710429,0.4618079435497076,0.045625053973945444
802,0.0018676985740742574,0.42827159477121896,0.02665882259358012
2191,0.0013915376431766157,0.4502301006671231,0.03835937929546102
1464,0.0025305799790950284,0.46814399922365507,0.05537712356087898
93,5.113591695614405e-05,0.37990626436123553,0.007945462386235473
22,0.0016708173255713334,0.4499756375356232,0.0406637363862988
1119,0.0010120613831995627,0.41991397398718144,0.02218341908670169
1044,0.0018966431806118002,0.4267412335249398,0.025766627212695944
2260,2.987891332330801e-05,0.39459287692699285,0.012468771564233466
955,0.001077392589989197,0.446276286255435,0.03330953232040011
1557,0.0002823937642480538,0.40821580653547906,0.015002955663132483
2604,1.9468932493308157e-05,0.388621979179806,0.010875725860038146
1355,0.003014179846949,0.4761703915548421,0.05952738925453986
2348,0.00011920675934749272,0.39187377916966165,0.013345865333469728
425,0.0002697051102954238,0.39734997239046543,0.01361911512929897
3032,0.00031063408106227967,0.41344481288542284,0.017979062321189992
932,6.879170097607185e-05,0.38604665977680425,0.009685173839543149
450,0.007906890178852271,0.4907480345262149,0.07542819931171078
987,1.8461837032258004e-05,0.39550764763025137,0.010866670882600628
3040,0.0008823664024867726,0.46841943205316494,0.055665520606990725
397,5.274098140993112e-05,0.3622737272924447,0.0057919650202886966
1114,0.0008506554830666816,0.4249947836368484,0.028368272482980607
317,0.0069589446597612455,0.47922766533689565,0.063136703742274
143,0.002312780940055186,0.4492139710436502,0.036665547368681384
586,0.005696754981235437,0.46832758510570355,0.05126560274638119
717,0.00015463242094404826,0.4101082905286896,0.020133715423892508
750,0.0007038717659159088,0.459851883719501,0.04364233526705689
2008,4.720122919491719e-06,0.3849267822786604,0.00958583633633078
2051,0.004805908953519261,0.49145487325907156,0.07766457609898815
353,0.00178173321673493,0.4268174917868277,0.019687632476719976
1622,0.00020756720857670045,0.4091248174099157,0.019880427078400955
1098,0.00016137581372749544,0.4080763171090189,0.016015215986560284
3049,6.758398479556674e-05,0.38191088647890753,0.01005455608448891
675,7.988733619100645e-05,0.40544401358667254,0.014152975030605598
3052,6.315163727457873e-06,0.35846775987379376,0.004502537348072429
184,0.0008564691984416312,0.44092130035796345,0.03966291854200414
1266,0.0013771684160085338,0.4349791812127277,0.0278660012723509
2039,0.0009427372485760233,0.44002776050830655,0.03269291180868402
391,0.00472538924468954,0.46805226024673485,0.05149118491191961
2536,6.548327570309109e-06,0.35879084933740246,0.004703546582663342
1459,0.00922960039220544,0.5159798410108205,0.11265769413609131
3063,1.2830915695058352e-06,0.389509243972454,0.01111936101113102
2356,0.001272187076214977,0.43035507820524105,0.029401262527537178
136,0.0006038411118875304,0.4245415364449143,0.02061742967606425
102,0.00026402340578695905,0.4143054092001887,0.017436398710493684
3065,2.0390302999245536e-05,0.3925177788067523,0.011245287136002634
2720,0.00013098010864928827,0.4182228478443509,0.02012591481063486
913,6.612858790405839e-05,0.4223644003605814,0.023108904982094274
1407,0.0005743298857850203,0.41401814595928027,0.017860253310389658
3028,4.644328191873039e-06,0.3627689374299951,0.005805425286330442
3077,0.000569087988139671,0.423637936154503,0.021223384642672354
2013,5.913359507452742e-05,0.3705928136600602,0.004335899614620475
1826,0.0016904131710747982,0.4642314254692105,0.05101249016920194
630,0.000341773477037075,0.4139463923811244,0.016951474755791642
3324,0.00950174793772458,0.4667716795073457,0.05058799209657225
960,3.9290333448663746e-05,0.41109650327695146,0.015633433388773287
3092,9.198716390155376e-06,0.37244202152488504,0.006723799586892938
3106,0.008048419590586829,0.5052825648485483,0.09599214018410722
3108,7.654391026627939e-05,0.41495321126460877,0.021975946192670386
2954,0.009203593855949559,0.46832758510570355,0.051366178796181494
2123,9.927303919128924e-06,0.39368232801039854,0.011298849251311761
19475,0.0013387685396166937,0.4640510363394381,0.054897212912963615
1610,0.0010757940946160916,0.421395674671681,0.02633149145597029
2833,4.049822305200844e-05,0.4027096078298918,0.01412787911287306
380,7.565380090760555e-05,0.38136207632749286,0.007014770479562659
3121,0.0001964144075087738,0.43363665287565145,0.026037692477362675
2870,0.0,0.32953451942497863,0.0011369264915731976
709,7.082839520706349e-06,0.36588092586383086,0.006397653294160886
318,0.0003056772510855256,0.3975483828294088,0.015991863665660536
2389,0.0008937995878365268,0.45356450513465396,0.04011916594738686
3132,0.00042095234400297014,0.41130888307888547,0.01665694739016082
3124,4.651025851307907e-05,0.42124703422206133,0.02160235961376278
1234,0.00022076049250100693,0.4090547497926165,0.01744169183103918
3139,1.5888913224280377e-05,0.3684205898564072,0.00433405785782024
1018,2.1861404710366134e-05,0.3766115868872734,0.006738687584456902
3143,4.073144476370167e-05,0.38093631324387367,0.007878277704703134
2047,2.968944233700171e-05,0.3895727750838506,0.008922710949834016
3154,0.000198222284708415,0.40048133535195973,0.01537184252625687
3161,5.621833765518579e-06,0.3568610016493483,0.0034203865776247415
3156,6.475614279096184e-06,0.3954421662316371,0.01343128898071742
2284,0.0007721026833816749,0.3922599251172751,0.01238080508181539
1079,0.0004980062911424687,0.43175536587836005,0.02560607347202203
3000,2.5681752654108163e-06,0.3571811999460278,0.0035987590962085246
683,0.0002034078786281715,0.45382304465876644,0.03773590264539222
36108,0.0004659425684583019,0.4395418998967773,0.02973067896600173
3035,3.477578602988236e-05,0.36717458632422567,0.004248330359494977
1508,0.0007613225271987179,0.4153862059198414,0.01846534649219356
1245,7.931885555860431e-05,0.4081460499041504,0.015373473498234974
3195,1.535032414941651e-05,0.3559568828672262,0.003917756172250319
3199,0.0003818987861744955,0.43978469601161624,0.025836612709251215
1392,5.674507011472911e-05,0.3689897549882725,0.0052135301293912105
2734,8.436295599954742e-05,0.3971517599000811,0.012794701942875802
3206,0.001285440467926497,0.41473705227280566,0.016273882648889702
2823,0.0004867031515628076,0.4150974424815933,0.019022026488874962
2618,0.00019993257809889907,0.389191898979809,0.010144605662103182
1233,0.0007822201373870535,0.4315993285217,0.02597379173169731
3208,0.0,0.3686111648278789,0.005274496057265424
3214,6.502532317819019e-05,0.35846775987379376,0.0033140748767101972
1074,1.6064774822809344e-05,0.39322862759945476,0.009035711543002586
3183,8.219548140742975e-06,0.3506784149227849,0.0030325097786378877
2368,0.00048002162925599623,0.3827064066718615,0.008060998625179436
2097,0.00011932265230539199,0.42514608117463293,0.022675419067561958
447,0.00032711963759294465,0.4129444474479751,0.017767951512826004
2701,0.0003343522703719562,0.42423990835507774,0.023529230812308642
2554,0.004013497123748678,0.45416822286348885,0.04069168000007388
2508,0.00012626541957657108,0.4205794477969868,0.022582585448541338
2621,7.342607820893322e-05,0.3612327108347078,0.004143205760615584
1046,7.510135087308282e-06,0.38142297732978087,0.007058420423933461
333,2.302819215487367e-05,0.3772659428272134,0.0062287365959442795
3238,1.8487979016138464e-05,0.41230289729658,0.02086127618637652
142,2.258059190684263e-05,0.36145137470325184,0.004252872959114945
2436,6.965899476055765e-05,0.36161554641015714,0.00565867151221958
3272,0.008179697231919619,0.47221642626316485,0.05655447192964053
2669,0.0005660701095443199,0.41280170826807605,0.016772852436773355
703,0.001528207507574195,0.43648952559193854,0.030345906351381177
250,0.001090559222129553,0.4163274680214551,0.017646705228216455
2035,0.0004097140473751162,0.3972838795806866,0.012133469724108071
926,1.270137510056281e-06,0.35927657702152344,0.00407750428261022
1306,0.0014217730524343658,0.4253732295706301,0.02422025270364704
1202,1.1887675838467347e-05,0.3733152053827896,0.007002231136460674
25,0.00011369953300307337,0.40420894974430327,0.015683601605754157
1047,0.0007395498375036158,0.46118375826203667,0.04814576238200437
3282,9.108824116151872e-07,0.38849555693544047,0.010571946695328873
3280,9.648024620142897e-05,0.4026417201684234,0.014383044941982136
2784,0.002057148801877099,0.4542545994749121,0.04422205567077051
1888,6.670368045770855e-05,0.37255820995774264,0.006026245326554438
429,0.00032395025745683996,0.43027755071862506,0.028134894718887332
1345,0.00807551136695891,0.4729644918889283,0.05596188355809053
2192,0.00019272365865384263,0.4281948160701126,0.02333063472796625
362,0.0002651518627441602,0.41683607051292987,0.021428742161932367
3,0.0005932546209420858,0.42750504457474275,0.02343853195288143
348,0.0008693727787869071,0.44354144550400887,0.039614004097340165
1985,0.0003841788402053169,0.4323806451917248,0.029763505831511678
1463,0.0035024326205086195,0.44387115481120387,0.030857774704892284
1573,0.0029695001365150184,0.4568612632056404,0.04438185907821511
3118,1.204354412802658e-05,0.37990626436123553,0.006716771619576362
1593,0.00033238051249308336,0.4335579386529475,0.027858450636532504
3293,2.7297315698214737e-06,0.34630573931261244,0.003114152739106612
2029,3.782799936589809e-05,0.40048133535195973,0.01183559018428284
3315,6.55287641315229e-06,0.38142297732978087,0.007475250966015701
3314,7.583022295086696e-06,0.3617250770920927,0.00411871353922861
986,1.8556660658668905e-05,0.35916852391565235,0.0038475455113723693
2308,1.8949227732902104e-05,0.3533240656862556,0.003450823834075952
98,7.295855906351555e-06,0.3489875341962431,0.0022666678273195
3329,0.0001661035448224467,0.39478854281637815,0.012255918824701504
3333,2.165079815716957e-05,0.39596662533804505,0.010911038491980307
1107,0.0005655701949913582,0.4571235758926484,0.04119075343432001
3338,5.586289337458372e-06,0.39655830716239215,0.012492045369445414
3041,0.0008586628502294415,0.4256006208195096,0.02108346062856701
1528,0.00021987741537449906,0.3912959836237038,0.013054304592917518
947,0.00012469157068880515,0.3763149021646585,0.008017344353020156
4177,0.011319001553211604,0.47184328013415405,0.057947230029428226
1703,0.000864684196128122,0.4315213521299165,0.02566898553955195
3402,0.00369908152474956,0.4499756375356232,0.03581335547560798
3248,0.0001705687165610522,0.39887619973932664,0.01249164145685768
3350,1.1265336508497996e-06,0.37804221019928586,0.0064593052952811635
3370,0.0004165103053894846,0.3491405765296138,0.0023999995340296034
2631,0.00046662132616434165,0.434030653105413,0.025096898174284964
3375,5.656107204169859e-05,0.40765842021489807,0.015052839628516198
3376,4.063871543482086e-05,0.40182884993928125,0.013371927658303544
3096,3.526422964888463e-06,0.3703055324091609,0.00573920640023949
2642,0.00026865751295466345,0.38381338326194564,0.007730815193222295
238,0.0019890981084566455,0.45442745130119633,0.035115945934380784
3396,8.821347355482518e-06,0.35654137692776355,0.003783045516609744
493,2.0903008614426836e-05,0.385734929592876,0.009273105909809317
1877,8.933762074290494e-05,0.39841045605322567,0.01218702949873318
302,0.0004552849670741793,0.4278879763595643,0.024337586681087382
3400,0.00014219055173975,0.4243152751890368,0.021185327540060667
908,2.6415850286308207e-05,0.36711815002137843,0.004940287411691328
1481,0.00021930310686933804,0.4138029598127318,0.015592389881763587
412,1.7773804965487473e-05,0.3700760278957372,0.005260998689035218
2559,7.835206391326976e-06,0.36526543569950876,0.004848055395100423
767,0.00024404950130664106,0.3954421662316371,0.011232248641582792
386,4.284334635726323e-05,0.3751917505559359,0.006844920601659256
259,0.00040153606100214753,0.4136596266087787,0.020153772419788288
416,6.997705538077291e-05,0.4249191752426771,0.023953565277912255
35575,0.0011787619172230303,0.42873284581566823,0.030450525084344655
3454,1.457499430339176e-05,0.37082295979492125,0.005877392182032414
3448,7.204143162928629e-05,0.4032535343641884,0.014793408878274739
307,3.092766530483005e-05,0.39947661549407726,0.012766831062266237
2594,1.6255177812888365e-05,0.3864839294561631,0.009752579396472193
3384,0.00044572371995544886,0.4048941657974382,0.01537009198494339
3473,0.00042098437990936797,0.41763781850657244,0.022630078696580323
3160,8.282189325120477e-05,0.3385500615221953,0.0017007508991399097
3485,0.0009547348315049082,0.4200616749980809,0.024516276774662133
3168,1.7699761870839836e-06,0.3760186845149697,0.0072284606891879115
733,0.0010369091121015493,0.4268174917868277,0.030275565323217332
3494,5.662792438715752e-07,0.3438132552237063,0.0024078674326095243
1048,2.031933609685125e-05,0.3685911549443037,0.007207856665020908
2615,8.079696383913224e-06,0.38449302705072247,0.0085405620558796
556,0.0001385532528913669,0.36740050515906597,0.0060117504151338645
3502,0.0005641685732596387,0.4129444474479751,0.02047937240900126
3503,0.0044709907463625,0.47017139449588347,0.057052319190231876
1310,0.0026007325492569014,0.44059595721067846,0.03752263016154686
473,3.19905688991447e-05,0.3896363269231791,0.011228403218271022
3509,0.0005073800917972396,0.41954517548552395,0.022913791425147715
3513,1.6850776844889637e-06,0.38215530944625403,0.009544900057490993
2819,0.00013296827688971495,0.39309919092150886,0.010348599332814418
435,1.7713258994071604e-06,0.3616703034583719,0.004415964250464073
2578,1.3830882024721008e-05,0.3834436802117656,0.007247955230514923
3528,0.00011148411025597859,0.3733735632388757,0.006755313753601634
1246,2.5048632039545722e-05,0.39020922791032314,0.010723400963028594
509,8.719387060107553e-06,0.34322038856719184,0.0022276206914627517
3532,1.761611574940057e-05,0.3796043680926713,0.007844279006152975
3186,4.729649106030872e-06,0.39123188927749186,0.012044094513414304
1867,3.984341037689614e-05,0.40696382416750515,0.01525339936908934
813,6.24549960896792e-05,0.3827064066718615,0.0089778590187035
3545,0.0013589393083268094,0.4332433673207125,0.02974417122291669
634,1.7207834336361918e-05,0.37128411068538597,0.006597494784162231
1096,0.00042138263407835177,0.39721780875421386,0.011681419854272821
3556,7.463261696046102e-05,0.3746620680845628,0.006285662628663659
3554,8.02239218535008e-06,0.3715151165094242,0.0067819451654338924
1902,4.857603006031155e-05,0.39550764763025137,0.011959434474209236
1645,0.0004364021846349038,0.3649305857966521,0.005102920552158717
3557,4.2391467662444436e-05,0.3801481273339309,0.009491730202183656
1631,0.0001847777685999796,0.4027096078298918,0.0157382772079296
2627,0.0002074264726637377,0.3948538079085945,0.012990665942850154
3233,0.00016613233477915295,0.38982710691024774,0.012656252779347583
3589,2.336878789613928e-05,0.3984769242641121,0.011872813127185753
2811,6.862624720908562e-05,0.43043263363472484,0.026808203860498838
346,0.0002986648439787122,0.4089146865329717,0.017129409227455247
934,0.00044914699836751815,0.44247326492017186,0.03216693048743587
379,3.326322891209503e-05,0.39232435677383176,0.012014418456547814
3603,3.461558372226313e-05,0.37116871546838975,0.0060083621261774085
2622,0.0015207874311423321,0.4130158540617479,0.016961512556167225
927,5.495637983676699e-05,0.3533763402928078,0.0031567863509953517
2625,6.0030456087645494e-05,0.42666500250787565,0.029052831605352755
3611,0.0,0.36268296220737295,0.004195727974265466
3615,4.560631023624982e-06,0.3796043680926713,0.007385046676825712
422,3.933629119789315e-05,0.3683637699011548,0.005149051265987345
1648,0.0003300147645787497,0.4348999788854858,0.026668118443704866
299,0.00042737392961312356,0.41661794593390683,0.02061724174784509
3709,6.568818498991949e-05,0.42124703422206133,0.02029226518910449
3609,9.507645766775976e-05,0.41939783740809267,0.019070266606499377
788,2.0891613751556566e-05,0.3938770916951002,0.012524301608237502
3621,0.0010942849322520436,0.47845967228347114,0.057581901832176464
3602,2.7417942226706327e-05,0.3805114997672595,0.008110475862947965
3634,0.0007816029897777136,0.44018995282696055,0.03439049208656885
3637,1.236567526367694e-05,0.37870155129841254,0.0088571093991552
4696,5.130109456414712e-05,0.38039029846139316,0.008968940662390084
3261,1.2209187823667546e-05,0.3794837438892736,0.008822257040112635
2011,0.00025567377794775194,0.4399467091617402,0.02886284905569667
1446,0.001112655897524925,0.42109849859645415,0.020216627445034777
1797,8.161339317307344e-05,0.3938770916951002,0.013088632610099477
2391,0.0001687300053716719,0.43395179579198545,0.027288696870166714
3659,0.0004659557071267875,0.3864839294561631,0.01076055093758537
3639,2.52748144198337e-05,0.3968218448312158,0.013720000833201948
359,5.462024767016607e-05,0.3870475909964492,0.009141280329138636
2060,0.0003325777232212544,0.4075193113869797,0.01576414034679195
2052,3.012091492867738e-05,0.39161677062454303,0.009395132847062383
3824,7.871745273982439e-06,0.36205406761241293,0.004216357585655918
3684,0.019817329599442806,0.49780547812402837,0.08868732963928885
3377,9.830128310290208e-06,0.3746620680845628,0.006975639376025755
3696,0.0002530044649372609,0.37996670124707094,0.00897413211806269
3623,0.0002525263584351753,0.4270464301875716,0.024942206243501675
406,0.003139062594382352,0.4456102022460985,0.03657081116490036
3701,0.0002992446968571796,0.4014236443763173,0.015692591186240206
3681,0.0,0.34960050995888287,0.001897310276176065
3578,8.704083741963662e-06,0.36145137470325184,0.003881292432279542
658,0.00013401643876351536,0.4114505915657344,0.017504727009042646
4402,2.0839265465095986e-05,0.3699040861141533,0.00494954485299859
3692,6.114324990468402e-07,0.3582526899713646,0.00361668908783945
7,0.00017584108994808157,0.40654820153856813,0.017203615207605542
2785,9.170188014285024e-06,0.3743097765301815,0.005375723873453283
3651,0.0001378457291695589,0.37372409388813765,0.00671157387660421
3676,0.00010886805924011465,0.4150253143421525,0.01819100888474572
14672,3.7930361260019584e-05,0.36694894515887044,0.005138460258903571
1587,0.004439401375060761,0.4920623576512336,0.08380606477328366
27,0.00022940244633507366,0.4319115161011009,0.026757742360220518
2480,0.00021896298213720797,0.4018964637454296,0.01403535801959174
3757,0.00011452637880644271,0.42117275331318776,0.02151486299601736
1626,1.859140580328803e-05,0.3736071772312041,0.0059954097503821255
3237,2.667058138789715e-05,0.3609597527639547,0.0037944513703897964
2215,1.3454896358807749e-05,0.38736144729793837,0.009029150561764072
1121,0.0002338393283609269,0.42857898511377857,0.022604334959556455
3775,7.869654120598902e-06,0.3442592510866371,0.0017820882812167695
396,0.0002830362601099431,0.396360883511299,0.013276835156894711
460,0.0002682469085097934,0.3925177788067523,0.012167942404762922
965,9.984278772173182e-06,0.3653213037685971,0.0037535167298506813
3568,0.0010863129596292978,0.4081460499041504,0.013676292275856755
3787,8.493892490936412e-06,0.39504973272231025,0.011052400797265032
1015,5.607510465560952e-06,0.35321956285700795,0.0032127428457488804
3753,0.00013928260112905903,0.39642666955005607,0.01402988820105567
3725,6.298282158046071e-06,0.380572129388,0.0074262198121989266
2330,3.981020772584707e-05,0.422215075842158,0.026823846083035646
3777,1.2873779347932894e-05,0.3715151165094242,0.00579497183696522
1536,5.844048309753671e-05,0.3695035092882253,0.0054225058049429745
3710,0.0009642148567255412,0.4204313825099609,0.024262072513121014
3803,8.293965821859188e-05,0.3874242796494871,0.009732861416662672
484,3.670547626740962e-05,0.3687049527692325,0.006289142404437486
377,6.744303899543256e-06,0.3648748371584308,0.006102517623787062
402,0.002003462098231524,0.44092130035796345,0.03709720344863414
1799,1.6672765787819122e-05,0.36271384723448563,0.0037359720168740926
